Name,size,SSSS,SSSC,SSSN,SSSO,SSSX,SSSM,SSCC,SSCN,SSCO,SSCX,SSCM,SSNN,SSNO,SSNX,SSNM,SSOO,SSOX,SSOM,SSXX,SSXM,SSMM,SCCC,SCCN,SCCO,SCCX,SCCM,SCNN,SCNO,SCNX,SCNM,SCOO,SCOX,SCOM,SCXX,SCXM,SCMM,SNNN,SNNO,SNNX,SNNM,SNOO,SNOX,SNOM,SNXX,SNXM,SNMM,SOOO,SOOX,SOOM,SOXX,SOXM,SOMM,SXXX,SXXM,SXMM,SMMM,CCCC,CCCN,CCCO,CCCX,CCCM,CCNN,CCNO,CCNX,CCNM,CCOO,CCOX,CCOM,CCXX,CCXM,CCMM,CNNN,CNNO,CNNX,CNNM,CNOO,CNOX,CNOM,CNXX,CNXM,CNMM,COOO,COOX,COOM,COXX,COXM,COMM,CXXX,CXXM,CXMM,CMMM,NNNN,NNNO,NNNX,NNNM,NNOO,NNOX,NNOM,NNXX,NNXM,NNMM,NOOO,NOOX,NOOM,NOXX,NOXM,NOMM,NXXX,NXXM,NXMM,NMMM,OOOO,OOOX,OOOM,OOXX,OOXM,OOMM,OXXX,OXXM,OXMM,OMMM,XXXX,XXXM,XXMM,XMMM,MMMM
GNP198,15,0,13.994,0,0,0,13.981,137.071,0,0,0,222.015,0,0,0,0,0,0,0,0,0,205.93,601.855,0,0,0,580.373,0,0,0,0,0,0,0,0,0,1043.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589.615,4853.334,634.059,0,0,268.3,184.803,0,0,0,0,0,0,0,0,297.555,35.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5958.783
GNP199,15,0,0,0.216,0,0,0.206,28.318,49.127,13.046,0,43.255,14.387,10.592,0,49.512,1.565,0,9.692,0,0,25.907,159.08,810.278,405.32,0,243.955,399.319,702.959,0,701.123,104.125,0,178.539,0,0,415.365,53.118,104.786,0,155.906,60.875,0,155.554,0,0,556.159,5.805,0,14.52,0,0,89.91,0,0,0,764.794,2040.899,5466.955,6338.97,0,51.255,2772.021,11453.486,0,378.278,5804.533,0,295.727,0,0,175.094,429.704,2809.116,0,342.026,5432.151,0,449.157,0,0,731.711,1903.321,0,67.751,0,0,300.445,0,0,0,478.422,9.971,115.426,0,41.043,436.642,0,79.958,0,0,228.113,776.724,0,35.885,0,0,165.074,0,0,0,1166.459,220.019,0,4.244,0,0,13.156,0,0,0,203.614,0,0,0,0,5428.014
GNP200,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.72,0,2230.834,0,144.293,0,0,0,0,3749.591,0,1047.162,0,0,200.339,0,0,0,0,0,0,0,0,0,0,4025.764,0,1667.05,0,0,1453.096,0,0,0,468.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211.945,0,1008.442,0,0,1420.157,0,0,0,2299.709,0,0,0,0,5312.081
GNP201,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9637.69,1341.045,0,0,1044.827,0,0,0,0,0,0,0,0,0,1448.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6017.259
GNP202,15,0,0.206,0,0,0,0.206,23.188,0,0,0,33.415,0,0,0,0,0,0,0,0,0,23.654,332.589,0,0,0,420.551,0,0,0,0,0,0,0,0,0,687.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925.901,8632.489,868.016,0,0,601.65,0,0,0,0,0,0,0,0,0,783.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5989.957
GNP203,15,0,0.309,0,0,0,0.308,27.599,0,0,0,37.515,0,0,0,0,0,0,0,0,0,28.058,343.535,0,0,0,427.602,0,0,0,0,0,0,0,0,0,684.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897.945,6971.112,648.92,0,0,606.847,0,0,0,0,0,0,0,0,0,791.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5983.437
GNP204,15,0,0.412,0,0,0,0.411,26.368,0,0,0,40.18,0,0,0,0,0,0,0,0,0,28.877,341.182,0,0,0,429.544,0,0,0,0,0,0,0,0,0,686.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898.557,9256.474,677.03,2854.081,0,624.784,0,13.317,0,0,1868.558,0,0,0,0,872.81,0,0,0,0,0.499,0,0,0,0,0,35.135,0,0,0,0,0,0,0,0,1230.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5993.013
GNP205,15,0,0.309,0,0,0,0.308,19.802,10.858,0,0,27.47,0,0,0,10.847,0,0,0,0,0,25.6,261.487,107.843,0,0,292.402,3.475,0,0,164.184,0,0,0,0,0,537.897,0,0,0,3.472,0,0,0,0,0,156.971,0,0,0,0,0,0,0,0,0,902.638,6458.069,297.071,0,0,333.31,14.981,0,0,345.491,0,0,0,0,0,362.705,0,0,0,25.356,0,0,0,0,0,565.336,0,0,0,0,0,0,0,0,0,609.843,0,0,0,0,0,0,0,0,0,21.985,0,0,0,0,0,0,0,0,0,723.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5932.295
GNP206,15,0,0.309,0,0,0,0.308,17.955,8.708,0,0,25.42,0,0,0,8.699,0,0,0,0,0,23.859,263.226,115.24,0,0,288.211,3.475,0,0,166.647,0,0,0,0,0,534.731,0,0,0,3.472,0,0,0,0,0,159.967,0,0,0,0,0,0,0,0,0,878.355,6550.979,298.995,0,0,326.686,11.739,0,0,346.772,0,0,0,0,0,344.891,0,0,0,23.68,0,0,0,0,0,566.297,0,0,0,0,0,0,0,0,0,612.182,0,0,0,0,0,0,0,0,0,22.432,0,0,0,0,0,0,0,0,0,724.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5946.762
GNP207,15,0,0,0,0,0,0,26.984,0,0,0,36.9,0,0,0,0,0,0,0,0,0,26.112,351.617,0,0,0,424.639,0,0,0,0,0,0,0,0,0,680.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911.107,6643.584,0,469.656,0,593.497,0,0,0,0,194.679,0,0,0,0,765.516,0,0,0,0,0,0,0,0,0,0,36.165,0,0,0,0,0,0,0,0,1200.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,6008.294
GNP208,15,0,0.206,0,0,0,0.206,26.06,0,0,0,37.822,0,0,0,0,0,0,0,0,0,26.624,357.96,0,6.45,0,433.427,0,0,0,0,373.992,0,0,0,0,684.015,0,0,0,0,0,0,0,0,0,0,382.098,0,0,0,0,0,0,0,0,897.741,5596.003,0,535.418,0,570.362,0,0,0,0,497.665,0,0,0,0,765.414,0,0,0,0,0,0,0,0,0,0,193.693,0,0,0,0,0,0,0,0,1198.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.203,0,0,0,0,0,0,0,0,0,0,0,0,0,6037.533
GNP209,15,0.206,15.023,0,7.826,0,3.804,439.345,42.14,516.227,0,233.7,0.45,63.205,0,1.826,170.125,0,139.249,0,0,103.323,1016.153,174.95,1942.803,0,752.252,7.623,452.893,0,51.515,1459.807,0,809.329,0,0,534.731,0,5.566,0,0,201.875,0,82.244,0,0,5.671,354.109,0,281.88,0,0,322.558,0,0,0,294.772,2171.193,570.552,4250.34,0,1443.667,12.522,2538.327,0,352.86,3772.93,0,2319.042,0,0,1535.374,0,103.802,0,2.234,1723.846,0,717.472,0,0,145.004,2028.723,0,1473.396,0,0,2052.352,0,0,0,1331.537,0,0,0,0,68.558,0,10.613,0,0,0.446,520.758,0,479.235,0,0,305.997,0,0,0,36.137,544.781,0,363.544,0,0,1165.7,0,0,0,2262.318,0,0,0,0,2707.095
GNP210,15,0,14.715,0.108,0.671,0,14.392,364.024,101.91,249.654,0,498.15,1.798,14.55,0,30.072,19.505,0,98.7,0,0,357.685,573.925,562.889,1241.865,0,706.881,33.854,526.38,0,237.018,525.1,0,458.273,0,0,1063.045,0.234,15.367,0,3.248,61.375,0,103.124,0,0,77.362,52.761,0,75.96,0,0,247.747,0,0,0,1420.855,435.623,982.158,2473.121,0,264.122,350.71,2928.113,0,396.006,4195.188,0,474.312,0,0,491.682,3.851,346.657,0,36.638,2465.238,0,428.793,0,0,355.42,2935.381,0,264.661,0,0,430.743,0,0,0,735.16,0,1.633,0,0.233,45.619,0,16.04,0,0,7.924,285.633,0,72.517,0,0,170.97,0,0,0,175.039,598.176,0,37.294,0,0,75.707,0,0,0,357.018,0,0,0,0,5148.353
GNP211,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7499.436,553.018,0,0,418.51,120.184,0,0,700.377,0,0,0,0,0,425.514,5.952,0,0,210.218,0,0,0,0,0,1260.822,0,0,0,0,0,0,0,0,0,662.33,0,0,0,5.947,0,0,0,0,0,167.848,0,0,0,0,0,0,0,0,0,1632.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5908.151
GNP212,15,1.032,126.362,0,0,0,94.884,865.845,0,3.456,0,629.042,0,0,0,0,0,0,0.111,0,0,680.712,1572.883,0,72.614,0,891.942,0,0,0,0,0.24,0,6.777,0,0,1307.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,1919.89,2405.354,0,1584.956,0,346.355,0,0,0,0,889.59,0,16.731,0,0,412.382,0,0,0,0,0,0,0,0,0,0,442.085,0,0,0,0,2.214,0,0,0,693.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.379,0,0,0,0,0,0,0,0,0,0,0,0,0,5387.875
GNP213,15,0,10.393,0,2.348,0,12.542,10.568,0,138.596,0,138.58,0,0,0,0,23.598,0,77.089,0,0,192.003,5.422,0,703.794,0,91.674,0,0,0,0,516.692,0,599.584,0,0,664.716,0,0,0,0,0,0,0,0,0,0,62.565,0,156,0,0,457.774,0,0,0,1556.148,0.102,0,14.971,0,2.038,0,0,0,0,531.33,0,95.399,0,0,22.091,0,0,0,0,0,0,0,0,0,0,480.569,0,216.419,0,0,266.57,0,0,0,299.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.769,0,34.722,0,0,67.215,0,0,0,349.72,0,0,0,0,5930.462
GNP214,15,0,17.905,0,0,0,17.887,210.326,0,7.805,0,208.075,0,0,0,0,0,0,0.223,0,0,235.524,878.299,0,125.323,0,844.323,0,0,0,0,1.922,0,24.664,0,0,982.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0,0,0,1569.821,2233.33,0,1933.3,0,492.5,0,0,0,0,1099.3,0,70.469,0,0,488.628,0,0,0,0,0,0,0,0,0,0,526.004,0,2.514,0,0,6.863,0,0,0,604.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.276,0,0,0,0,0,0,0,0,0.111,0,0,0,0,5920.478
GNP215,15,0,17.699,0,0,0,17.682,109.37,0,82.844,0,198.337,0,0,0,0,16.615,0,29.521,0,0,243.102,167.673,0,755.044,0,357.502,0,0,0,0,899.786,0,303.631,0,0,813.183,0,0,0,0,0,0,0,0,0,0,283.29,0,60.84,0,0,152.845,0,0,0,1586.044,4.794,0,210.486,0,21.297,0,0,0,0,627.174,0,224.593,0,0,88.668,0,0,0,0,0,0,0,0,0,0,882.078,0,152.377,0,0,301.22,0,0,0,472.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.258,0,18.39,0,0,27.149,0,0,0,115.908,0,0,0,0,5937.593
GNP216,15,1.961,194.787,4.959,13.975,0,63.53,1323.866,231.232,542.76,0,747.635,2.36,32.941,0,30.287,43.224,0,91.014,0,0,432.629,2797.463,1423.498,3513.431,0,992.188,64.457,850.746,0,262.617,1013.14,0,404.948,0,0,1287.788,0,10.89,0,2.352,65.25,0,60.668,0,0,68.373,67.596,0,30,0,0,149.848,0,0,0,1527.988,2090.078,1768.438,5366.355,0,318.636,313.481,3247.405,0,398.996,5017.68,0,456.919,0,0,557.545,1.05,191.07,0,25.579,1081.83,0,217.172,0,0,337.385,2053.572,0,97.197,0,0,323.14,0,0,0,858.952,0,0.377,0,0,19.051,0,5.306,0,0,4.687,74.148,0,18.192,0,0,76.874,0,0,0,140.713,283.589,0,5.144,0,0,26.192,0,0,0,170.764,0,0,0,0,5098.384
GNP217,15,0,14.303,0,0,0,14.289,135.019,0,2.341,0,230.727,0,0,0,0,0,0,0.111,0,0,215.966,536.789,0,73.17,0,569.541,0,0,0,0,1.081,0,12.11,0,0,1012.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777,0,0,0,1598.593,1261.584,0,1792.853,0,262.9,0,0,0,0,1221.46,0,32.686,0,0,294.807,0,0,0,0,0,0,0,0,0,0,460.104,0,1.796,0,0,4.428,0,0,0,546.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.286,0,0,0,0,0,0,0,0,0.774,0,0,0,0,5976.102
GNP218,15,0,12.245,0,0,0,12.233,129.787,0,0,0,225.705,0,0,0,0,0,0,0,0,0,202.244,604.617,0,0,0,576.796,0,0,0,0,0,0,0,0,0,1049.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575.534,6696.355,0,1565.653,0,270.644,0,0,0,0,974.743,0,0,0,0,303.256,0,0,0,0,0,0,0,0,0,0,365.244,0,0,0,0,0,0,0,0,588.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.656,0,0,0,0,0,0,0,0,0,0,0,0,0,5960.515
GNP219,15,0,19.139,0,0,0,19.121,127.222,0,35.568,0,209.1,0,0,0,0,0.12,0,15.707,0,0,260.101,260.975,0,333.701,0,424.843,0,0,0,0,56.447,0,213.867,0,0,852.189,0,0,0,0,0,0,0,0,0,0,0.129,0,5.76,0,0,87.135,0,0,0,1616.857,154.838,0,692.464,0,104.958,0,0,0,0,893.662,0,204.095,0,0,169.291,0,0,0,0,0,0,0,0,0,0,570.924,0,55.78,0,0,178.893,0,0,0,497.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.933,0,1.157,0,0,7.296,0,0,0,50.987,0,0,0,0,5944.317
GNP220,15,0,0.515,0,0.894,0,1.336,8.413,0,114.288,0,23.37,0,0,0,0,62.729,0,147.603,0,0,60.007,216.473,0,1180.054,0,124.786,0,0,0,0,1048.203,0,774.557,0,0,295.591,0,0,0,0,0,0,0,0,0,0,219.046,0,623.28,0,0,1086.123,0,0,0,1181.184,1.224,0,758.915,0,19.972,0,0,0,0,1499.799,0,172.517,0,0,26.163,0,0,0,0,0,0,0,0,0,0,1706.591,0,537.32,0,0,451.002,0,0,0,98.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.927,0,418.325,0,0,529.856,0,0,0,1115.579,0,0,0,0,5722.127
GNP221,15,0,14.097,0,0,0,14.084,140.149,0,0,0,226.423,0,0,0,0,0,0,0,0,0,214.532,592.033,0,0,0,576.49,0,0,0,0,0,0,0,0,0,1023.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597.063,4478.332,0,1245.931,0,264.938,0,0,0,0,761.321,0,0,0,0,290.124,0,0,0,0,0,0,0,0,0,0,409.135,0,0,0,0,0,0,0,0,559.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.664,0,0,0,0,0,0,0,0,0,0,0,0,0,5964.896
GNP222,15,0,12.039,0,0,0,12.028,136.045,0,0,0,229.908,0,0,0,0,0,0,0,0,0,197.431,611.573,0,0,0,562.592,0,0,0,0,0,0,0,0,0,1053.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553.7,5214.889,0,4074.726,0,255.054,0,0,0,0,2235.76,0,0,0,0,303.256,0,0,0,0,0,0,0,0,0,0,26.384,0,0,0,0,0,0,0,0,594.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5979.464
GNP223,15,0,12.965,0,0,0,12.953,138.097,0,0,0,227.96,0,0,0,0,0,0,0,0,0,207.671,587.43,0,0,0,565.453,0,0,0,0,0,0,0,0,0,1037.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603.491,7136.964,1356.007,0,0,263.919,0,0,0,0,0,0,0,0,0,298.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5978.343
GNP224,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8510.749,561.892,0,0,399.248,116.942,0,0,700.591,0,0,0,0,0,422.766,6.419,0,0,206.755,0,0,0,0,0,1275.336,0,0,0,0,0,0,0,0,0,663.55,0,0,0,6.413,0,0,0,0,0,158.473,0,0,0,0,0,0,0,0,0,1625.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5921.089
GNP225,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281.81,1231.391,2846.426,0,428.6,46.844,1205.454,0,700.057,800.844,0,755.586,0,0,498.91,0,42.124,0,37.531,285.444,0,774.282,0,0,581.451,72.716,0,551.682,0,0,993.558,0,0,0,543.929,0,0,0,0,2.981,0,37.266,0,0,20.869,10.822,0,250.078,0,0,620.279,0,0,0,734.668,1.514,0,43.724,0,0,398.047,0,0,0,1641.933,0,0,0,0,5120.423
GNP226,15,0,9.878,0.108,0.224,0,9.355,437.806,109.865,170.486,0,502.147,2.136,12.804,0,27.172,9.632,0,69.625,0,0,343.556,1284.805,678.866,1166.602,0,901.548,32.285,354.213,0,231.448,254.488,0,356.4,0,0,1132.684,0.117,4.598,0,3.024,25.625,0,60.204,0,0,68.373,13.416,0,29.76,0,0,142.633,0,0,0,1391.572,8583.386,2837.081,13615.988,0,498.92,350.933,4090.271,0,476.958,6409.453,0,615.669,0,0,655.168,2.101,206.762,0,28.483,1114.124,0,273.751,0,0,356.381,1309.526,0,133.465,0,0,388.344,0,0,0,908.591,0.122,0.754,0,0.117,19.44,0,8.563,0,0,5.134,71.743,0,28.907,0,0,103.462,0,0,0,146.15,93.842,0,10.031,0,0,37.076,0,0,0,230.823,0,0,0,0,5152.822
GNP227,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952.27,0,1476.237,0,1001.53,0,0,0,0,935.819,0,0,0,0,1421.172,0,0,0,0,0,0,0,0,0,0,355.977,0,0,0,0,0,0,0,0,2037.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61,0,0,0,0,0,0,0,0,0,0,0,0,0,6063.714
GNP228,15,0.103,17.081,0.108,2.012,0,17.99,326.569,91.16,318.786,0,429.783,1.124,18.624,0,29.105,36.12,0,134.793,0,0,311.097,561.956,522.372,1387.109,0,621.35,23.317,482.961,0,213.561,747.047,0,538.594,0,0,988.812,0,8.107,0,2.128,65.75,0,94.424,0,0,73.081,93.009,0,117.96,0,0,307.796,0,0,0,1317.701,636.344,1321.166,3453.032,0,243.132,246.739,3854.802,0,490.841,6236.413,0,572.132,0,0,451.371,0.35,236.213,0,20.776,2237.059,0,433.537,0,0,362.891,4510.766,0,400.876,0,0,548.31,0,0,0,744.315,0,0.126,0,0,33.307,0,13.628,0,0,3.906,275.48,0,79.37,0,0,185.768,0,0,0,181.222,1131.308,0,69.444,0,0,150.696,0,0,0,531.744,0,0,0,0,5004.541
GNP229,15,0,0,0,0,0,0,0.308,0,1.115,0,0,0,0,0,0,0.963,0,0,0,0,0,188.544,0,2283.562,24.28,12.06,0,0,0,0,1753.589,106.307,136.432,0,0,5.82,0,0,0,0,0,0,0,0,0,0,141.514,33.901,738.48,0,0,159.838,0,0,0,4.998,9862.019,0,8033.745,3215.005,178.225,0,0,0,0,3996.147,1377.359,451.159,0.569,3.932,101.393,0,0,0,0,0,0,0,0,0,0,1317.508,249.128,606.858,0,2.573,474.803,0,0,0.491,124.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.978,9.383,674.613,0,0.116,1586.186,0,0,0.107,2544.744,0,0,0,0,5589.996
GNP230,15,0,13.994,0,0.894,0,13.364,313.334,74.713,345.99,0,442.8,1.012,19.672,0,21.48,38.408,0,142.145,0,0,322.054,525.842,518.192,1371.423,0,612.868,23.877,507.225,0,200.922,793.037,0,559.591,0,0,982.277,0.117,10.164,0,2.016,76.875,0,100.688,0,0,60.134,107.973,0,133.8,0,0,334.991,0,0,0,1349.535,970.285,1301.394,5470.896,0,223.263,303.42,4177.572,0,355.957,7670.292,0,529.37,0,0,435.185,1.05,241.042,0,23.345,2157.384,0,447.884,0,0,322.552,3818.863,0,379.572,0,0,513.992,0,0,0,676.977,0,0.377,0,0.117,51.321,0,10.372,0,0,2.79,304.203,0,91.955,0,0,171.432,0,0,0,146.15,619.92,0,74.073,0,0,181.554,0,0,0,539.927,0,0,0,0,5122.048
GNP231,15,0,0.617,0,0.447,0,1.028,37.449,27.305,71.025,0,123.41,0.337,13.968,0,9.129,8.669,0,26.402,0,0,69.735,69.871,479.926,763.715,0,462.142,21.523,504.554,0,168.897,160.691,0,418.835,0,0,945.109,0,19.118,0,0.336,114,0,72.732,0,0,67.731,15.222,0,35.76,0,0,178.152,0,0,0,1039.87,81.805,258.162,749.818,0,83.558,35.664,1148.489,0,101.78,1200.621,0,246.199,0,0,254.597,0,68.195,0,0.894,1178.712,0,190.445,0,0,110.754,950.146,0,99.471,0,0,309.302,0,0,0,1117.114,0,0,0,0,6.091,0,0.362,0,0,0.112,145.091,0,22.179,0,0,75.718,0,0,0,46.904,115.308,0,7.459,0,0,23.322,0,0,0,220.979,0,0,0,0,5679.34
GNP232,15,0,8.438,0.216,0.224,0,8.018,477.006,91.375,233.709,0,411.025,1.349,12.222,0,14.929,18.421,0,78.314,0,0,226.308,1603.586,700.089,1439.953,0,979.211,32.061,350.382,0,158.293,387.806,0,440.054,0,0,1026.184,0.117,6.413,0,0.672,24.375,0,37.816,0,0,28.141,27.606,0,56.52,0,0,189.585,0,0,0,1053.338,7221.317,7441.47,11395.216,0,885.086,1413.97,8246.628,0,597.425,4979.38,0,861.603,0,0,1121.398,26.141,686.315,0,19.324,1810.379,0,328.131,0,0,316.897,995.31,0,269.689,0,0,565.469,0,0,0,1296.851,0,6.029,0,0.117,50.544,0,5.789,0,0,2.12,117.969,0,25.045,0,0,98.375,0,0,0,98.286,70.313,0,24.177,0,0,98.191,0,0,0,406.34,0,0,0,0,4745.962
GNP233,30,0,0.103,0,0.112,0,0.308,3.796,0.108,22.858,0,29.11,0,0.116,0,0,4.214,0,27.85,0,0,73.934,315.095,28.301,773.943,0,513.338,0,42.841,0,19.385,317.659,0,1245.595,0,0,1550.74,0,0,0,0,5.375,0,12.528,0,0,7.49,21.414,0,252.72,0,0,1238.325,0,0,0,3787.11,10.404,247.579,638.11,0,165.183,42.484,3539.452,0,668.552,1143.373,0,1287.336,0,0,489.341,0,66.868,0,7.149,1345.668,0,1100.565,0,0,495.969,485.718,0,1429.83,0,0,2486.334,0,0,0,1631.506,0,0,0,0,5.054,0,3.618,0,0,0.223,67.201,0,151.638,0,0,237.443,0,0,0,137.622,26.419,0,272.757,0,0,1323.098,0,0,0,4610.555,0,0,0,0,20635.406
GNP234,30,0,0,0,0,0,0.206,20.11,0,0,0,65.497,0,0,0,0,0,0,0,0,0,94.107,174.835,0,0,0,953.664,0,0,0,0,0,0,0,0,0,2432.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4217.634,3569.302,528,0,0,2286.886,152.27,0,0,0,0,0,0,0,0,2944.611,8.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4182.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22302.828
GNP235,30,0,0,0,0,0,0,5.951,17.308,2.453,0,21.628,3.372,2.095,0,25.239,0,0,1.894,0,0,33.485,98.822,653.463,254.642,0,600.912,191.805,536.248,0,1124.848,108.449,0,315.407,0,0,1350.657,18.72,30.129,0,142.914,76.625,0,234.547,0,0,1267.881,7.095,0,26.88,0,0,229.099,0,0,0,2821.845,3064.613,9132.553,10523.238,0,804.605,3782.028,19608.889,0,2811.78,9807.732,0,2487.318,0,0,1543.32,494.249,3648.546,0,1414.079,8560.151,0,3169.701,0,0,3288.567,3565.354,0,952.276,0,0,2546.625,0,0,0,2984.113,4.134,92.567,0,100.043,450.51,0,290.167,0,0,904.22,1031.754,0,378.55,0,0,1092.48,0,0,0,4281.281,370.007,0,95.164,0,0,274.251,0,0,0,1860.86,0,0,0,0,18051.912
GNP236,30,0,0.103,0,0,0,0.206,11.902,14.835,0.223,0,33.722,0.112,0,0,20.513,0,0,0,0,0,71.885,398.677,615.197,58.38,0,970.116,50.333,28.096,0,847.863,1.081,0,41.774,0,0,1866.22,1.989,0.484,0,29.344,0.875,0,10.672,0,0,824.558,0,0,0.72,0,0,20.535,0,0,0,3697.358,11077.02,15900.58,18567.838,0,2673.604,3044.66,26741.234,0,2421.794,11782.332,0,1473.891,0,0,3922.611,322.207,1970.893,0,709.357,5474.026,0,644.579,0,0,1794.843,2114.599,0,193.555,0,0,834.256,0,0,0,4739.214,2.432,47.854,0,22.97,87.35,0,65.968,0,0,292.953,170.342,0,37.754,0,0,145.423,0,0,0,1816.81,145.992,0,7.845,0,0,37.913,0,0,0,367.192,0,0,0,0,19684.871
